8
 -4.000000000000000e+00  -4.000000000000000e+00   0.000000000000000e+00
 -2.857142857142858e+00  -4.000000000000000e+00   0.000000000000000e+00
 -1.714285714285714e+00  -4.000000000000000e+00   0.000000000000000e+00
 -5.714285714285714e-01  -4.000000000000000e+00   0.000000000000000e+00
  5.714285714285712e-01  -4.000000000000000e+00   0.000000000000000e+00
  1.714285714285714e+00  -4.000000000000000e+00   0.000000000000000e+00
  2.857142857142857e+00  -4.000000000000000e+00   0.000000000000000e+00
  4.000000000000000e+00  -4.000000000000000e+00   0.000000000000000e+00
8
  4.000000000000000e+00  -4.000000000000000e+00   0.000000000000000e+00
  4.000000000000000e+00  -2.857142857142858e+00   0.000000000000000e+00
  4.000000000000000e+00  -1.714285714285714e+00   0.000000000000000e+00
  4.000000000000000e+00  -5.714285714285714e-01   0.000000000000000e+00
  4.000000000000000e+00   5.714285714285712e-01   0.000000000000000e+00
  4.000000000000000e+00   1.714285714285714e+00   0.000000000000000e+00
  4.000000000000000e+00   2.857142857142857e+00   0.000000000000000e+00
  4.000000000000000e+00   4.000000000000000e+00   0.000000000000000e+00
8
  4.000000000000000e+00   4.000000000000000e+00   0.000000000000000e+00
  2.857142857142858e+00   4.000000000000000e+00   0.000000000000000e+00
  1.714285714285714e+00   4.000000000000000e+00   0.000000000000000e+00
  5.714285714285714e-01   4.000000000000000e+00   0.000000000000000e+00
 -5.714285714285712e-01   4.000000000000000e+00   0.000000000000000e+00
 -1.714285714285714e+00   4.000000000000000e+00   0.000000000000000e+00
 -2.857142857142857e+00   4.000000000000000e+00   0.000000000000000e+00
 -4.000000000000000e+00   4.000000000000000e+00   0.000000000000000e+00
8
 -4.000000000000000e+00   4.000000000000000e+00   0.000000000000000e+00
 -4.000000000000000e+00   2.857142857142858e+00   0.000000000000000e+00
 -4.000000000000000e+00   1.714285714285714e+00   0.000000000000000e+00
 -4.000000000000000e+00   5.714285714285714e-01   0.000000000000000e+00
 -4.000000000000000e+00  -5.714285714285712e-01   0.000000000000000e+00
 -4.000000000000000e+00  -1.714285714285714e+00   0.000000000000000e+00
 -4.000000000000000e+00  -2.857142857142857e+00   0.000000000000000e+00
 -4.000000000000000e+00  -4.000000000000000e+00   0.000000000000000e+00
